Member_number,Date,itemDescription
2120015548,19/01/2021,Bread
2120015549,19/01/2021,Cream
2120015549,19/01/2021,Seeds/Spices
2120015549,19/01/2021,Butter
2120015550,19/01/2021,Ice cream
2120015550,19/01/2021,Indian snacks
2120015551,19/01/2021,Water
2120015552,19/01/2021,Water
2120015553,19/01/2021,Pulses
2120015553,19/01/2021,Vegetable
2120015553,19/01/2021,Vegetable
2120015553,19/01/2021,Vegetable
2120015554,19/01/2021,Biscuits
2120015554,19/01/2021,Beverage
2120015555,19/01/2021,Coffee
2120015555,19/01/2021,Biscuits
2120015555,19/01/2021,Bread
2120015555,19/01/2021,Cooking Oil
2120015555,19/01/2021,Water
2120015555,19/01/2021,Milk
2120015555,19/01/2021,Indian snacks
2120015556,19/01/2021,Vegetable
2120015556,19/01/2021,Indian snacks
2120015556,19/01/2021,Paneer/Tofu/Khova
2120015556,19/01/2021,Chips
2120015556,19/01/2021,Chips
2120015556,19/01/2021,Chips
2120015556,19/01/2021,Chips
2120015556,19/01/2021,Indian snacks
2120015556,19/01/2021,Indian snacks
2120015557,19/01/2021,Rice
2120015557,19/01/2021,Chips
2120015558,19/01/2021,Dry fruits/nuts
2120015558,19/01/2021,Milk
2120015559,19/01/2021,Indian snacks
2120015559,19/01/2021,Indian snacks
2120015560,19/01/2021,Pulses
2120015560,19/01/2021,POPCORN
2120015560,19/01/2021,Biscuits
2120015560,19/01/2021,Beverage
2120015560,19/01/2021,Bread
2120015560,19/01/2021,Curd
2120015560,19/01/2021,Other Groceries
2120015560,19/01/2021,Vermicelli
2120015561,19/01/2021,Biscuits
2120015561,19/01/2021,Biscuits
2120015561,19/01/2021,Biscuits
2120015561,19/01/2021,Biscuits
2120015561,19/01/2021,Biscuits
2120015562,19/01/2021,Cleaning Products
2120015562,19/01/2021,Other Groceries
2120015563,19/01/2021,Milk
2120015563,19/01/2021,Milk
2120015564,19/01/2021,Curd
2120015565,19/01/2021,Dry fruits/nuts
2120015565,19/01/2021,Vegetable
2120015565,19/01/2021,Chocolate
2120015565,19/01/2021,Biscuits
2120015565,19/01/2021,Butter
2120015565,19/01/2021,Cream
2120015565,19/01/2021,Paneer/Tofu/Khova
2120015565,19/01/2021,Ready to eat
2120015566,19/01/2021,Vegetable
2120015566,19/01/2021,Egg
2120015567,19/01/2021,Vegetable
2120015567,19/01/2021,Vegetable
2120015567,19/01/2021,Indian snacks
2120015567,19/01/2021,Bread
2120015568,19/01/2021,Egg
2120015568,19/01/2021,Chocolate
2120015568,19/01/2021,Cooking Oil
2120015568,19/01/2021,Water
2120015568,19/01/2021,Milk
2120015569,19/01/2021,Milk
2120015569,19/01/2021,Other Groceries
2120015569,19/01/2021,Wheat
2120015569,19/01/2021,Sugar
2120015569,19/01/2021,Ghee
2120015569,19/01/2021,Milk
2120015569,19/01/2021,Milk
2120015569,19/01/2021,Vegetable
2120015569,19/01/2021,Poha
2120015570,19/01/2021,Rice
2120015570,19/01/2021,Vegetable
2120015570,19/01/2021,Vegetable
2120015570,19/01/2021,Biscuits
2120015570,19/01/2021,Biscuits
2120015570,19/01/2021,Stationary
2120015570,19/01/2021,Bread
2120015571,19/01/2021,Milk
2120015571,19/01/2021,Milk
2120015572,19/01/2021,Bread
2120015572,19/01/2021,Milk
2120015573,19/01/2021,Bread
2120015573,19/01/2021,Idli/Dosa Batter
2120015574,19/01/2021,Water
2120015574,19/01/2021,Vegetable
2120015575,19/01/2021,Vegetable
2120015575,19/01/2021,Vegetable
2120015575,19/01/2021,Vegetable
2120015575,19/01/2021,Vegetable
2120015576,19/01/2021,Stationary
2120015577,19/01/2021,Bread
2120015578,19/01/2021,Biscuits
2120015578,19/01/2021,Medicine
2120015578,19/01/2021,Other flours
2120015578,19/01/2021,Curd
2120015578,19/01/2021,Milk
2120015578,19/01/2021,Seeds/Spices
2120015579,19/01/2021,Misc. Household
2120015579,19/01/2021,Milk
2120015579,19/01/2021,Curd
2120015580,19/01/2021,Biscuits
2120015580,19/01/2021,Milk
2120015581,19/01/2021,Water
2120015582,19/01/2021,Vegetable
2120015582,19/01/2021,Curd
2120015583,19/01/2021,Chocolate
2120015584,19/01/2021,Bread
2120015585,19/01/2021,Bread
2120015585,19/01/2021,Idli/Dosa Batter
2120015586,19/01/2021,Beverage
2120015587,19/01/2021,Indian snacks
2120015587,19/01/2021,Ready to eat
2120015588,19/01/2021,Wheat
2120015588,19/01/2021,Other Groceries
2120015588,19/01/2021,Other Groceries
2120015589,19/01/2021,Misc. Household
2120015589,19/01/2021,Cosmetics/Personal Hygiene
2120015590,19/01/2021,Instant Noodles/Pasta/Soup
2120015591,19/01/2021,Vegetable
2120015592,19/01/2021,Milk
2120015593,19/01/2021,Sauces/pastes/spread/pickle
2120015593,19/01/2021,Milk
2120015594,19/01/2021,Chips
2120015594,19/01/2021,Beverage
2120015594,19/01/2021,Milk
2120015595,19/01/2021,Vegetable
2120015595,19/01/2021,Vegetable
2120015595,19/01/2021,Curd
2120015596,19/01/2021,Vegetable
2120015596,19/01/2021,Vegetable
2120015597,20/01/2021,Beverage
2120015597,20/01/2021,Bread
2120015597,20/01/2021,Vermicelli
2120015598,20/01/2021,Egg
2120015598,20/01/2021,Curd
2120015598,20/01/2021,Water
2120015599,20/01/2021,Misc. Household
2120015599,20/01/2021,Butter
2120015599,20/01/2021,Indian snacks
2120015599,20/01/2021,Bread
2120015599,20/01/2021,Salt
2120015600,20/01/2021,Beverage
2120015600,20/01/2021,Beverage
2120015601,20/01/2021,Egg
2120015601,20/01/2021,Bread
2120015602,20/01/2021,Seeds/Spices
2120015602,20/01/2021,Cleaning Products
2120015602,20/01/2021,Indian snacks
2120015603,20/01/2021,Vegetable
2120015603,20/01/2021,Egg
2120015603,20/01/2021,Bread
2120015604,20/01/2021,Cheese
2120015605,20/01/2021,Vegetable
2120015606,20/01/2021,Sugar
2120015606,20/01/2021,Dry fruits/nuts
2120015606,20/01/2021,Curd
2120015607,20/01/2021,Wheat
2120015607,20/01/2021,Sugar
2120015607,20/01/2021,Vegetable
2120015608,20/01/2021,Paneer/Tofu/Khova
2120015608,20/01/2021,Water
2120015609,20/01/2021,Cleaning Products
2120015610,20/01/2021,Seeds/Spices
2120015610,20/01/2021,Vegetable
2120015610,20/01/2021,Vegetable
2120015610,20/01/2021,Egg
2120015610,20/01/2021,Sugar
2120015611,20/01/2021,Indian snacks
2120015611,20/01/2021,Indian snacks
2120015612,20/01/2021,Curd
2120015613,20/01/2021,Vegetable
2120015613,20/01/2021,Pulses
2120015614,20/01/2021,Vegetable
2120015615,20/01/2021,Vegetable
2120015615,20/01/2021,Water
2120015616,20/01/2021,Paneer/Tofu/Khova
2120015617,20/01/2021,Misc. Household
2120015618,20/01/2021,Pulses
2120015618,20/01/2021,Vegetable
2120015618,20/01/2021,Vegetable
2120015618,20/01/2021,Vegetable
2120015618,20/01/2021,Vegetable
2120015618,20/01/2021,Vegetable
2120015618,20/01/2021,Vegetable
2120015619,20/01/2021,Vegetable
2120015619,20/01/2021,Vegetable
2120015619,20/01/2021,Vegetable
2120015619,20/01/2021,Vegetable
2120015619,20/01/2021,Idli/Dosa Batter
2120015620,20/01/2021,Vegetable
2120015620,20/01/2021,Sauces/pastes/spread/pickle
2120015620,20/01/2021,Cosmetics/Personal Hygiene
2120015620,20/01/2021,Beverage
2120015621,20/01/2021,Vegetable
2120015621,20/01/2021,Vegetable
2120015621,20/01/2021,Water
2120015622,20/01/2021,Vegetable
2120015622,20/01/2021,Vegetable
2120015623,20/01/2021,Misc. Household
2120015623,20/01/2021,Dry fruits/nuts
2120015623,20/01/2021,Rice
2120015623,20/01/2021,Sugar
2120015623,20/01/2021,Dry fruits/nuts
2120015623,20/01/2021,Cooking Oil
2120015624,20/01/2021,Pulses
2120015624,20/01/2021,Egg
2120015624,20/01/2021,Water
2120015625,20/01/2021,Vegetable
2120015625,20/01/2021,Vegetable
2120015625,20/01/2021,Vegetable
2120015625,20/01/2021,Vegetable
2120015625,20/01/2021,Vegetable
2120015625,20/01/2021,Misc. Household
2120015625,20/01/2021,Biscuits
2120015625,20/01/2021,Indian snacks
2120015625,20/01/2021,Dry fruits/nuts
2120015625,20/01/2021,Sauces/pastes/spread/pickle
2120015625,20/01/2021,Sugar
2120015626,20/01/2021,Beverage
2120015627,20/01/2021,Stationary
2120015627,20/01/2021,Ice cream
2120015628,20/01/2021,Curd
2120015629,20/01/2021,Pulses
2120015629,20/01/2021,Indian snacks
2120015629,20/01/2021,Indian snacks
2120015629,20/01/2021,Biscuits
2120015629,20/01/2021,Biscuits
2120015629,20/01/2021,Biscuits
2120015629,20/01/2021,Biscuits
2120015629,20/01/2021,Wheat
2120015629,20/01/2021,Beverage
2120015629,20/01/2021,Indian snacks
2120015629,20/01/2021,Bread
2120015629,20/01/2021,Other Groceries
2120015629,20/01/2021,tissues
2120015629,20/01/2021,Instant Noodles/Pasta/Soup
2120015629,20/01/2021,Biscuits
2120015630,20/01/2021,Water
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Vegetable
2120015631,20/01/2021,Stationary
2120015631,20/01/2021,Sauces/pastes/spread/pickle
2120015631,20/01/2021,Bread
2120015632,20/01/2021,Seeds/Spices
2120015632,20/01/2021,Seeds/Spices
2120015632,20/01/2021,Seeds/Spices
2120015632,20/01/2021,Seeds/Spices
2120015633,20/01/2021,Instant Noodles/Pasta/Soup
2120015634,20/01/2021,Sauces/pastes/spread/pickle
2120015634,20/01/2021,Chocolate
2120015634,20/01/2021,Wheat
2120015634,20/01/2021,Seeds/Spices
2120015634,20/01/2021,Bread
2120015634,20/01/2021,Idli/Dosa Batter
2120015635,20/01/2021,Pulses
2120015635,20/01/2021,Biscuits
2120015635,20/01/2021,Cosmetics/Personal Hygiene
2120015635,20/01/2021,Biscuits
2120015635,20/01/2021,Other Groceries
2120015636,20/01/2021,Water
2120015637,20/01/2021,Water
2120015638,20/01/2021,Water
2120015638,20/01/2021,Cleaning Products
2120015638,20/01/2021,Milk
2120015639,20/01/2021,Vegetable
2120015639,20/01/2021,Vegetable
2120015639,20/01/2021,Cleaning Products
2120015639,20/01/2021,Milk
2120015640,20/01/2021,Other flours
2120015640,20/01/2021,Other flours
2120015640,20/01/2021,Rice
2120015641,20/01/2021,Sauces/pastes/spread/pickle
2120015641,20/01/2021,Milk
2120015642,20/01/2021,Bread
2120015643,20/01/2021,Chips
2120015643,20/01/2021,Chips
2120015644,20/01/2021,Bread
2120015644,20/01/2021,Misc. Household
2120015645,20/01/2021,Sauces/pastes/spread/pickle
2120015645,20/01/2021,Sauces/pastes/spread/pickle
2120015645,20/01/2021,Chips
2120015645,20/01/2021,Chips
2120015645,20/01/2021,Chips
2120015645,20/01/2021,Bread
2120015645,20/01/2021,Ready to eat
2120015645,20/01/2021,Milk
2120015645,20/01/2021,Milk
2120015646,20/01/2021,Rice
2120015646,20/01/2021,Biscuits
2120015646,20/01/2021,Biscuits
2120015646,20/01/2021,Misc. Household
2120015647,20/01/2021,Vegetable
2120015647,20/01/2021,Vegetable
2120015647,20/01/2021,Rice
2120015647,20/01/2021,Milk
2120015648,20/01/2021,Biscuits
2120015648,20/01/2021,Biscuits
2120015648,20/01/2021,Beverage
2120015648,20/01/2021,Beverage
2120015648,20/01/2021,Seeds/Spices
2120015648,20/01/2021,Seeds/Spices
2120015649,20/01/2021,Other Groceries
2120015649,20/01/2021,Wheat
2120015650,20/01/2021,Water
2120015650,20/01/2021,Milk
2120015651,20/01/2021,Egg
2120015651,20/01/2021,Curd
2120015652,20/01/2021,Biscuits
2120015652,20/01/2021,Bread
2120015652,20/01/2021,Milk
2120015653,20/01/2021,Cosmetics/Personal Hygiene
2120015653,20/01/2021,Beverage
2120015653,20/01/2021,Misc. Household
2120015653,20/01/2021,Milk
2120015654,20/01/2021,Cleaning Products
2120015654,20/01/2021,Cleaning Products
2120015655,20/01/2021,Popcorn
2120015656,20/01/2021,Vegetable
2120015656,20/01/2021,Vegetable
2120015656,20/01/2021,Egg
2120015656,20/01/2021,Ready to eat
2120015656,20/01/2021,Indian snacks
2120015656,20/01/2021,Indian snacks
2120015656,20/01/2021,Indian snacks
2120015657,20/01/2021,Ready to eat
2120015657,20/01/2021,Indian snacks
2120015657,20/01/2021,Indian snacks
2120015658,20/01/2021,Vegetable
2120015658,20/01/2021,Chips
2120015658,20/01/2021,Chips
2120015659,20/01/2021,Pulses
2120015659,20/01/2021,Pulses
2120015659,20/01/2021,Biscuits
2120015659,20/01/2021,Biscuits
2120015659,20/01/2021,Milk
2120015659,20/01/2021,Curd
2120015660,20/01/2021,Biscuits
2120015660,20/01/2021,Biscuits
2120015660,20/01/2021,Biscuits
2120015661,20/01/2021,Cooking Oil
2120015661,20/01/2021,Chips
2120015661,20/01/2021,Chips
2120015661,20/01/2021,Beverage
2120015661,20/01/2021,Indian snacks
2120015661,20/01/2021,Instant Noodles/Pasta/Soup
2120015662,20/01/2021,Instant Noodles/Pasta/Soup
2120015662,20/01/2021,Curd
2120015663,20/01/2021,Bread
2120015664,20/01/2021,Misc. Household
2120015665,20/01/2021,Vegetable
2120015665,20/01/2021,Vegetable
2120015665,20/01/2021,Ready to eat
2120015665,20/01/2021,Indian snacks
2120015665,20/01/2021,Idli/Dosa Batter
2120015665,20/01/2021,Vegetable
2120015666,20/01/2021,Sauces/pastes/spread/pickle
2120015667,20/01/2021,Idli/Dosa Batter
2120015668,20/01/2021,Idli/Dosa Batter
2120015669,20/01/2021,Vegetable
2120015669,20/01/2021,Curd
2120015669,20/01/2021,Water
2120015669,20/01/2021,Milk
2120015669,20/01/2021,Vegetable
2120015670,20/01/2021,Indian snacks
2120015670,20/01/2021,Other flours
2120015671,20/01/2021,Stationary
2120015671,20/01/2021,Other Groceries
2120015671,20/01/2021,Cheese
2120015672,20/01/2021,Butter
2120015672,20/01/2021,Bread
2120015672,20/01/2021,Cheese
2120015673,20/01/2021,Other Groceries
2120015674,20/01/2021,Stationary
2120015674,20/01/2021,Beverage
2120015674,20/01/2021,Paneer/Tofu/Khova
2120015674,20/01/2021,Other Groceries
2120015674,20/01/2021,Curd
2120015675,20/01/2021,Dry fruits/nuts
2120015675,20/01/2021,Beverage
2120015676,20/01/2021,Butter
2120015676,20/01/2021,Bread
2120015676,20/01/2021,Cheese
2120015677,20/01/2021,Wheat
2120015678,21/01/2021,Vegetable
2120015678,21/01/2021,Vegetable
2120015678,21/01/2021,Vegetable
2120015678,21/01/2021,Water
2120015678,21/01/2021,Curd
2120015679,21/01/2021,Bread
2120015679,21/01/2021,Bread
2120015679,21/01/2021,Curd
2120015680,21/01/2021,Cleaning Products
2120015680,21/01/2021,Seeds/Spices
2120015681,21/01/2021,Battery
2120015682,21/01/2021,Misc. Household
2120015682,21/01/2021,Indian snacks
2120015683,21/01/2021,Vegetable
2120015684,21/01/2021,Vegetable
2120015684,21/01/2021,Vegetable
2120015685,21/01/2021,Chips
2120015685,21/01/2021,Beverage
2120015685,21/01/2021,Bread
2120015686,21/01/2021,Butter
2120015686,21/01/2021,Bread
2120015687,21/01/2021,Vegetable
2120015687,21/01/2021,Vegetable
2120015687,21/01/2021,Vegetable
2120015687,21/01/2021,Biscuits
2120015687,21/01/2021,Biscuits
2120015687,21/01/2021,Other flours
2120015687,21/01/2021,Indian snacks
2120015687,21/01/2021,Bread
2120015687,21/01/2021,Paneer/Tofu/Khova
2120015687,21/01/2021,Sugar
2120015687,21/01/2021,Biscuits
2120015687,21/01/2021,Poha
2120015688,21/01/2021,Vegetable
2120015688,21/01/2021,Vegetable
2120015688,21/01/2021,Vegetable
2120015688,21/01/2021,Vegetable
2120015688,21/01/2021,Vegetable
2120015689,21/01/2021,Maida flour
2120015689,21/01/2021,Cooking Oil
2120015690,21/01/2021,Vegetable
2120015690,21/01/2021,Vegetable
2120015690,21/01/2021,Vegetable
2120015690,21/01/2021,Vegetable
2120015690,21/01/2021,Butter
2120015690,21/01/2021,Bread
2120015690,21/01/2021,Curd
2120015691,21/01/2021,Vegetable
2120015691,21/01/2021,Vegetable
2120015692,21/01/2021,Vegetable
2120015692,21/01/2021,Vegetable
2120015692,21/01/2021,Instant Noodles/Pasta/Soup
2120015692,21/01/2021,Curd
2120015692,21/01/2021,Seeds/Spices
2120015693,21/01/2021,Cheese
2120015693,21/01/2021,Misc. Household
2120015694,21/01/2021,Vegetable
2120015694,21/01/2021,Vegetable
2120015694,21/01/2021,Vegetable
2120015694,21/01/2021,Vegetable
2120015694,21/01/2021,Egg
2120015694,21/01/2021,Vegetable
2120015694,21/01/2021,Water
2120015695,21/01/2021,Vegetable
2120015695,21/01/2021,Vegetable
2120015695,21/01/2021,Vegetable
2120015695,21/01/2021,Vegetable
2120015695,21/01/2021,Vegetable
2120015695,21/01/2021,Vegetable
2120015695,21/01/2021,Curd
2120015695,21/01/2021,Ghee
2120015696,21/01/2021,Egg
2120015696,21/01/2021,Cosmetics/Personal Hygiene
2120015696,21/01/2021,Salt
2120015697,21/01/2021,Vegetable
2120015697,21/01/2021,Beverage
2120015697,21/01/2021,Beverage
2120015697,21/01/2021,Beverage
2120015697,21/01/2021,Idli/Dosa Batter
2120015697,21/01/2021,Vegetable
2120015698,21/01/2021,Vegetable
2120015698,21/01/2021,Vegetable
2120015698,21/01/2021,Vegetable
2120015698,21/01/2021,Vegetable
2120015698,21/01/2021,Seeds/Spices
2120015698,21/01/2021,Vegetable
2120015698,21/01/2021,Vegetable
2120015699,21/01/2021,Bread
2120015699,21/01/2021,Other Groceries
2120015699,21/01/2021,Ice cream
2120015699,21/01/2021,Biscuits
2120015700,21/01/2021,Vegetable
2120015700,21/01/2021,Vegetable
2120015701,21/01/2021,Egg
2120015701,21/01/2021,Vegetable
2120015701,21/01/2021,Sauces/pastes/spread/pickle
2120015701,21/01/2021,Curd
2120015701,21/01/2021,Butter Milk
2120015701,21/01/2021,Bread
2120015701,21/01/2021,Vegetable
2120015702,21/01/2021,Cosmetics/Personal Hygiene
2120015702,21/01/2021,Cooking Oil
2120015702,21/01/2021,Bread
2120015702,21/01/2021,Ready to eat
2120015702,21/01/2021,Curd
2120015702,21/01/2021,Indian snacks
2120015702,21/01/2021,Sauces/pastes/spread/pickle
2120015703,21/01/2021,Misc. Household
2120015703,21/01/2021,Egg
2120015703,21/01/2021,Misc. Household
2120015703,21/01/2021,Seeds/Spices
2120015703,21/01/2021,Seeds/Spices
2120015703,21/01/2021,Seeds/Spices
2120015704,21/01/2021,Tissues
2120015705,21/01/2021,Vegetable
2120015705,21/01/2021,Vegetable
2120015705,21/01/2021,Vegetable
2120015705,21/01/2021,Vegetable
2120015705,21/01/2021,Vegetable
2120015705,21/01/2021,Vegetable
2120015705,21/01/2021,Beverage
2120015705,21/01/2021,Bread
2120015706,21/01/2021,Vegetable
2120015706,21/01/2021,Vegetable
2120015706,21/01/2021,Vegetable
2120015707,21/01/2021,Seeds/Spices
2120015707,21/01/2021,Pulses
2120015707,21/01/2021,Seeds/Spices
2120015707,21/01/2021,Salt
2120015707,21/01/2021,Curd
2120015707,21/01/2021,Sauces/pastes/spread/pickle
2120015707,21/01/2021,Seeds/Spices
2120015707,21/01/2021,Seeds/Spices
2120015708,21/01/2021,Vegetable
2120015708,21/01/2021,Vegetable
2120015709,21/01/2021,Curd
2120015710,21/01/2021,Paneer/Tofu/Khova
2120015711,21/01/2021,Chocolate
2120015711,21/01/2021,Chocolate
2120015711,21/01/2021,Sauces/pastes/spread/pickle
2120015712,21/01/2021,Vegetable
2120015712,21/01/2021,Chocolate
2120015712,21/01/2021,Bread
2120015712,21/01/2021,Curd
2120015713,21/01/2021,Beverage
2120015713,21/01/2021,Curd
2120015713,21/01/2021,Curd
2120015714,21/01/2021,Cleaning Products
2120015715,21/01/2021,Cosmetics/Personal Hygiene
2120015715,21/01/2021,Instant Noodles/Pasta/Soup
2120015715,21/01/2021,Idli/Dosa Batter
2120015716,21/01/2021,Indian snacks
2120015716,21/01/2021,Cosmetics/Personal Hygiene
2120015716,21/01/2021,Wheat
2120015716,21/01/2021,Idli/Dosa Batter
2120015717,21/01/2021,Cosmetics/Personal Hygiene
2120015717,21/01/2021,Coffee
2120015717,21/01/2021,Biscuits
2120015717,21/01/2021,Wheat
2120015717,21/01/2021,Milk
2120015718,21/01/2021,Milk
2120015719,21/01/2021,Vegetable
2120015719,21/01/2021,Chocolate
2120015719,21/01/2021,Chips
2120015719,21/01/2021,Indian snacks
2120015719,21/01/2021,Salt
2120015719,21/01/2021,Ice cream
2120015720,21/01/2021,Stationary
2120015720,21/01/2021,Milk
2120015721,21/01/2021,Vegetable
2120015721,21/01/2021,Water
2120015721,21/01/2021,Biscuits
2120015721,21/01/2021,Biscuits
2120015721,21/01/2021,Milk
2120015722,21/01/2021,Bread
2120015722,21/01/2021,Milk
2120015723,21/01/2021,Tissues
2120015723,21/01/2021,Cleaning Products
2120015723,21/01/2021,Milk
2120015723,21/01/2021,Milk
2120015724,21/01/2021,Vegetable
2120015725,21/01/2021,Sugar
2120015725,21/01/2021,Milk
2120015726,21/01/2021,Instant Noodles/Pasta/Soup
2120015726,21/01/2021,Milk
2120015726,21/01/2021,Curd
2120015727,21/01/2021,Water
2120015728,21/01/2021,Paneer/Tofu/Khova
2120015728,21/01/2021,Paneer/Tofu/Khova
2120015729,21/01/2021,Jaggery
2120015730,21/01/2021,Jaggery
2120015731,21/01/2021,Vegetable
2120015731,21/01/2021,Popcorn
2120015731,21/01/2021,Beverage
2120015732,21/01/2021,Egg
2120015732,21/01/2021,Bread
2120015733,21/01/2021,Water
2120015734,21/01/2021,Milk
2120015734,21/01/2021,Dry fruits/nuts
2120015734,21/01/2021,Dry fruits/nuts
2120015734,21/01/2021,Seeds/Spices
2120015734,21/01/2021,Indian snacks
2120015734,21/01/2021,Indian snacks
2120015734,21/01/2021,Other Groceries
2120015734,21/01/2021,Other Groceries
2120015734,21/01/2021,Tea
2120015734,21/01/2021,Instant Noodles/Pasta/Soup
2120015734,21/01/2021,Seeds/Spices
2120015734,21/01/2021,Instant Noodles/Pasta/Soup
2120015734,21/01/2021,Indian snacks
2120015734,21/01/2021,Bread
2120015734,21/01/2021,Milk
2120015734,21/01/2021,Milk
2120015734,21/01/2021,Seeds/Spices
2120015734,21/01/2021,Misc. Household
2120015735,21/01/2021,Chocolate
2120015735,21/01/2021,Indian snacks
2120015735,21/01/2021,Other Groceries
2120015736,21/01/2021,Beverage
2120015737,21/01/2021,Misc. Household
2120015738,21/01/2021,Cosmetics/Personal Hygiene
2120015739,21/01/2021,Bread
2120015740,21/01/2021,Vegetable
2120015740,21/01/2021,Vegetable
2120015740,21/01/2021,Tea
2120015740,21/01/2021,Bread
2120015740,21/01/2021,Milk
2120015740,21/01/2021,Curd
2120015741,21/01/2021,Misc. Household
2120015741,21/01/2021,Egg
2120015741,21/01/2021,Vegetable
2120015741,21/01/2021,Tea
2120015741,21/01/2021,Beverage
2120015741,21/01/2021,Cooking Oil
2120015741,21/01/2021,Vegetable
2120015741,21/01/2021,Vegetable
2120015742,22/01/2021,Egg
2120015742,22/01/2021,Water
2120015742,22/01/2021,Curd
2120015742,22/01/2021,Bread
2120015743,22/01/2021,Sugar
2120015743,22/01/2021,Milk
2120015743,22/01/2021,Milk
2120015744,22/01/2021,Instant Noodles/Pasta/Soup
2120015745,22/01/2021,Egg
2120015745,22/01/2021,Bread
2120015745,22/01/2021,Curd
2120015745,22/01/2021,Idli/Dosa Batter
2120015746,22/01/2021,Cosmetics/Personal Hygiene
2120015746,22/01/2021,Sugar
2120015747,22/01/2021,Egg
2120015748,22/01/2021,Vegetable
2120015748,22/01/2021,Vegetable
2120015748,22/01/2021,Seeds/Spices
2120015748,22/01/2021,Other Groceries
2120015749,22/01/2021,Curd
2120015750,22/01/2021,Beverage
2120015750,22/01/2021,Milk
2120015751,22/01/2021,Vegetable
2120015752,22/01/2021,Chocolate
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Biscuits
2120015752,22/01/2021,Beverage
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Indian snacks
2120015752,22/01/2021,Indian snacks
2120015753,22/01/2021,Bread
2120015754,22/01/2021,Vegetable
2120015754,22/01/2021,Vegetable
2120015754,22/01/2021,Vegetable
2120015754,22/01/2021,Pulses
2120015755,22/01/2021,Egg
2120015755,22/01/2021,Chips
2120015755,22/01/2021,Chips
2120015755,22/01/2021,Sugar
2120015755,22/01/2021,Ghee
2120015755,22/01/2021,Water
2120015755,22/01/2021,Bread
2120015755,22/01/2021,Vegetable
2120015756,22/01/2021,Milk
2120015756,22/01/2021,Beverage
2120015756,22/01/2021,Milk
2120015756,22/01/2021,Curd
2120015757,22/01/2021,Milk
2120015757,22/01/2021,Sauces/pastes/spread/pickle
2120015757,22/01/2021,Milk
2120015757,22/01/2021,Curd
2120015757,22/01/2021,Other Groceries
2120015758,22/01/2021,Water
2120015759,22/01/2021,Vegetable
2120015760,22/01/2021,Vegetable
2120015760,22/01/2021,Vegetable
2120015761,22/01/2021,Ice cream
2120015761,22/01/2021,Curd
2120015762,22/01/2021,Milk
2120015762,22/01/2021,Curd
2120015763,22/01/2021,Vegetable
2120015763,22/01/2021,Egg
2120015763,22/01/2021,Bread
2120015763,22/01/2021,Milk
2120015764,22/01/2021,Cooking Oil
2120015765,22/01/2021,Seeds/Spices
2120015765,22/01/2021,Vegetable
2120015765,22/01/2021,Milk
2120015765,22/01/2021,Biscuits
2120015765,22/01/2021,Biscuits
2120015765,22/01/2021,Biscuits
2120015765,22/01/2021,Biscuits
2120015765,22/01/2021,Butter
2120015765,22/01/2021,Bread
2120015765,22/01/2021,Paneer/Tofu/Khova
2120015765,22/01/2021,Indian snacks
2120015766,22/01/2021,Water
2120015767,22/01/2021,Water
2120015767,22/01/2021,Chocolate
2120015767,22/01/2021,Sauces/pastes/spread/pickle
2120015767,22/01/2021,Milk
2120015767,22/01/2021,Curd
2120015768,22/01/2021,Popcorn
2120015768,22/01/2021,Seeds/Spices
2120015768,22/01/2021,Bread
2120015769,22/01/2021,Cosmetics/Personal Hygiene
2120015769,22/01/2021,Cosmetics/Personal Hygiene
2120015769,22/01/2021,Yogurt
2120015770,22/01/2021,Beverage
2120015771,22/01/2021,Egg
2120015771,22/01/2021,Beverage
2120015771,22/01/2021,Beverage
2120015771,22/01/2021,Indian snacks
2120015771,22/01/2021,Butter
2120015771,22/01/2021,Bread
2120015772,22/01/2021,Rice
2120015772,22/01/2021,Breakfast Cereal
2120015772,22/01/2021,Biscuits
2120015772,22/01/2021,Biscuits
2120015772,22/01/2021,Curd
2120015772,22/01/2021,Milk
2120015772,22/01/2021,Chips
2120015772,22/01/2021,Beverage
2120015773,22/01/2021,Egg
2120015773,22/01/2021,Vegetable
2120015773,22/01/2021,Chocolate
2120015773,22/01/2021,Milk
2120015774,22/01/2021,Egg
2120015774,22/01/2021,Chocolate
2120015774,22/01/2021,Chocolate
2120015774,22/01/2021,Biscuits
2120015774,22/01/2021,Wheat
2120015774,22/01/2021,Paneer/Tofu/Khova
2120015774,22/01/2021,Curd
2120015774,22/01/2021,Vegetable
2120015774,22/01/2021,Vegetable
2120015775,22/01/2021,Vegetable
2120015775,22/01/2021,Seeds/Spices
2120015776,22/01/2021,Vegetable
2120015776,22/01/2021,Milk
2120015777,22/01/2021,Vegetable
2120015777,22/01/2021,Vegetable
2120015777,22/01/2021,Vegetable
2120015778,22/01/2021,Milk
